name,type,size,environment,cr,hp,ac,str,dex,con,int,wis,cha,speed_walk,speed_fly,speed_swim,speed_burrow,speed_climb,damage_resistances,damage_immunities,damage_vulnerabilities,resist_count,immune_count,vuln_count,senses_count,blindsight,darkvision,tremorsense
Elder Black Pudding,Ooze,Huge,,8,171,7,16,4,16,1,6,1,20,0,20,0,20,,"acid, cold, lightning, slashing",,0,4,0,2,1,0,0
Elder Ghost Boar,Monstrosity,Huge,,6,104,15,22,9,17,7,12,7,40,0,0,0,0,,,,0,0,0,2,0,1,0
Elder Shadow Drake,Dragon,Large,,7,114,16,22,13,18,8,9,13,20,60,0,0,0,,cold,radiant,0,1,1,2,0,1,0
Elder Vampire,Undead,Medium,,11,285,16,20,18,20,16,16,18,40,0,0,0,30,"necrotic; damage from nonmagical, non-silvered weapons",,,3,0,0,3,0,1,0
Elder Shadow Drake,Dragon,Large,,7,114,16,22,13,18,8,9,13,60,20,0,0,0,False,cold,radiant,1,1,1,2,0,1,0
Eldritch Ooze,Ooze,Large,,5,153,8,16,6,16,1,6,8,10,0,0,0,10,,"acid, cold, lightning, slashing",,0,4,0,2,1,0,0
Eleinomae,Fey,Medium,,5,112,18,13,19,16,14,14,19,30,0,30,0,0,,,,0,0,0,1,0,0,0
Elemental Locus,Elemental,Gargantuan,,17,290,16,28,1,18,10,11,11,5,0,0,0,0,"bludgeoning, piercing, and slashing","acid, cold, fire, lightning, poison, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,3,9,0,3,0,1,1
"Elemental, Permafrost",Elemental,Large,,6,133,16,19,8,18,5,15,5,20,0,0,30,0,nonmagic B/P/S attacks,,fire,1,0,1,3,0,1,1
"Elemental, Rockslide",Elemental,Large,,8,147,14,22,8,20,5,10,5,40,0,0,0,0,nonmagic B/P/S attacks,,,1,0,0,3,0,1,1
Elementalist,Humanoid,Medium,,2,45,15,8,16,15,12,10,17,30,0,0,0,0,"one of fire, lightning, cold, or poison (see Elemental Focus)",,,4,0,0,1,0,0,0
Elemental Locus,Elemental,Gargantuan,,17,290,16,28,1,18,10,11,11,25,0,0,0,0,"bludgeoning, piercing, slashing","acid, cold, fire, lightning, poison, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",False,3,9,1,3,0,1,1
Elephant,Beast,Huge,"Desert, Jungle, Grassland, Forest",4,76,12,22,9,17,3,11,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Elephant,Beast,Huge,,4,76,12,22,8,16,4,10,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Elephant,Beast,huge,,4,105,12,20,8,16,2,10,6,40,0,0,0,0,prone,,,1,0,0,1,0,0,0
"Elf, Shadow Fey Executioner",Humanoid,Medium,,8,172,16,20,15,17,10,14,14,30,0,0,0,0,,,,0,0,0,3,1,1,0
Elite Kobold,Humanoid,Small,,1,26,14,10,17,14,12,14,10,30,0,0,0,0,,,,0,0,0,2,0,1,0
Elk,Beast,Large,"Hill, Grassland, Tundra, Forest",1/4,13,10,16,10,12,2,10,6,50,0,0,0,0,,,,0,0,0,1,0,0,0
Elk,Beast,Large,,1/4,15,10,14,10,14,2,10,4,50,0,0,0,0,,,,0,0,0,1,0,0,0
Elk,Beast,large,,1/4,15,10,14,10,12,2,10,6,50,0,0,0,0,,,,0,0,0,1,0,0,0
"Elk, Giant",Beast,huge,,2,60,14,18,16,14,6,14,10,60,0,0,0,0,,,,0,0,0,1,0,0,0
Elophar,Undead,Large,,4,126,8,19,6,20,16,3,10,30,0,0,0,0,,poison,,0,1,0,2,0,1,0
Elvish Veteran Archer,Humanoid,Medium,,3,77,15,11,16,12,11,13,11,30,0,0,0,0,,,,0,0,0,1,0,0,0
Elvish Veteran Archer,Humanoid,Medium,,3,66,16,11,18,12,11,13,11,30,0,0,0,0,False,False,False,1,1,1,1,0,0,0
Ember Glider,Monstrosity,Medium,,2,44,15,6,16,13,3,11,10,40,0,0,0,30,poison,fire,,1,1,0,1,0,0,0
Emerald Dragon Wyrmling,Dragon,Medium,,2,45,16,14,14,12,14,10,12,30,50,0,15,0,"psychic, thunder",,,2,0,0,2,0,1,0
Emerald Eye,Construct,Tiny,,1,54,14,3,15,14,15,12,16,0,30,0,0,0,"cold, fire; piercing damage",poison,,3,1,0,2,1,0,0
Emerald Order Cult Leader,Humanoid,Medium,,8,117,14,10,10,14,15,20,15,30,0,0,0,0,"cold, fire, lightning",,,3,0,0,2,0,1,0
Emerald Eye,Construct,Tiny,,1,54,14,3,15,14,18,12,16,30,0,0,0,0,"cold, fire, piercing","poison, psychic",False,3,2,1,2,1,0,0
Emerald Order Cult Leader,Humanoid,Medium,,8,156,15,14,10,14,15,20,15,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Emperor’s Hyena,Undead,Medium,,4,91,14,16,14,15,6,10,8,50,0,0,0,0,"cold, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,5,1,0,2,0,1,0
Empty Cloak,Construct,Medium,,1/2,45,13,18,14,10,10,10,1,0,40,0,0,0,bludgeoning,poison,fire,1,1,1,2,0,1,0
Empty Cloak,Construct,Medium,,1/2,45,13,18,14,10,10,10,1,40,0,0,0,0,bludgeoning,"poison, psychic",fire,1,2,1,2,0,1,0
Empusa,Monstrosity,Medium,,5,102,16,20,13,18,10,14,19,40,0,0,0,0,,,,0,0,0,2,0,1,0
Empyrean,Celestial,Gargantuan,,22,328,21,30,24,30,22,24,26,60,60,0,0,0,,radiant; damage from nonmagical weapons,,0,2,0,2,0,0,0
Enchanter,Humanoid,Medium,,7,58,12,10,14,10,19,13,19,30,0,0,0,0,,,,0,0,0,2,0,1,0
Enchantress,Humanoid,Medium,,7,123,16,10,15,14,12,17,18,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Eonic Drifter,Humanoid,Medium,,1,65,13,9,14,14,18,11,13,30,0,0,0,0,,,,0,0,0,1,0,0,0
Eonic Savant,Humanoid,Medium,,7,115,13,9,16,16,20,11,15,30,0,0,0,0,,,,0,0,0,1,0,0,0
Eonic Drifter,Humanoid,Medium,,1,65,13,9,14,14,18,11,13,30,0,0,0,0,False,False,False,1,1,1,1,0,0,0
Equitox,Fiend,Large,,13,178,15,20,13,20,14,12,15,40,0,0,0,0,"cold, fire, lightning; nonmagic B/P/S attacks","necrotic, poison",,4,2,0,3,0,1,0
Erina Defender,Humanoid,Small,,1,44,15,11,14,14,13,12,11,20,0,0,20,0,poison,,,1,0,0,2,0,1,0
Erina Scrounger,Humanoid,Small,,1/4,22,12,9,12,14,13,10,11,20,0,0,20,0,poison,,,1,0,0,2,0,1,0
Erina,Humanoid,Small,,1/4,22,12,9,12,14,13,10,11,20,0,0,20,0,poison,False,False,1,1,1,2,0,1,0
Erina Tussler,Humanoid,Small,,3,66,14,12,16,14,13,12,11,20,0,0,20,0,,,,0,0,0,2,0,1,0
Erina Defender,Humanoid,Small,,1,44,15,11,14,14,13,12,11,20,0,0,20,0,poison,False,False,1,1,1,2,0,1,0
Erinyes,Fiend,Medium,Hell,12,153,18,18,16,18,14,14,18,30,60,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,4,2,0,2,0,0,0
Erinyes,Fiend,Medium,,12,161,18,18,18,18,14,16,18,30,60,0,0,0,"cold; damage from nonmagical, non-silvered weapons","fire, poison",,3,2,0,2,0,0,0
Erinyes,Fiend,medium,,12,147,18,18,24,26,14,22,26,30,60,0,0,0,"charmed,frightened,Devilish Resilience",Devilish Resilience,,3,1,0,1,0,0,0
Ettercap,Monstrosity,Medium,"Jungle, Forest, Swamp",2,44,13,14,15,13,7,12,8,30,0,0,0,30,,,,0,0,0,2,0,1,0
Ettercap,Monstrosity,Medium,,2,44,13,14,16,13,8,12,8,30,0,0,0,30,,,,0,0,0,2,0,1,0
Ettercap,Monstrosity,medium,,2,54,13,10,16,12,4,16,8,30,0,0,0,30,Monstrosity Resilience,"poison,poisoned",,1,2,0,1,0,1,0
Ettin,Giant,Large,"Hill, Underdark, Hills, Mountain, Ruin",4,85,12,21,8,17,6,10,8,40,0,0,0,0,,,,0,0,0,2,0,1,0
Ettin,Giant,Large,,4,85,12,20,8,16,8,10,8,40,0,0,0,0,,,,0,0,0,2,0,1,0
"Ettin, Kobold",Giant,Medium,,1,34,12,17,11,18,6,8,7,30,0,0,0,0,,,,0,0,0,2,0,1,0
Ettin,Giant,large,,4,95,12,20,8,16,6,10,8,40,0,0,0,0,"Giant Attributes,Multiple Heads",,Giant Attributes,2,0,1,1,0,1,0
Execrable Shrub,Fiend,Medium,,1/2,40,14,12,14,10,7,14,10,10,0,0,10,0,"piercing, poison",fire,,2,1,0,2,0,0,1
Exploding Toad,Monstrosity,Tiny,,1/4,2,12,1,13,11,4,8,3,20,0,20,0,0,,fire,,0,1,0,2,0,1,0
Eye Golem,Construct,Large,,11,157,20,22,9,20,5,11,1,30,0,0,0,0,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,0,6,0,2,0,0,0
Eye of the Gods,Celestial,Small,,1,36,14,8,18,12,13,20,16,0,50,0,0,0,"fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,5,2,0,2,0,0,0
Eye Golem,Construct,Large,,11,157,20,22,9,20,5,11,1,30,0,0,0,0,False,"poison, psychic, radiant; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",False,1,6,1,2,0,0,0
Fabricator,Construct,Large,,10,147,13,18,7,20,15,15,5,30,0,15,0,15,"bludgeoning, piercing, and slashing from nonmagical attacks","force, poison, psychic",,3,3,0,2,1,0,0
Faceless Wanderer,Aberration,Medium,,4,58,13,12,17,14,16,12,10,0,30,0,0,0,cold,"poison, psychic",,1,2,0,2,1,0,0
Faerie Dragon,Dragon,Tiny,,1,14,15,3,20,12,14,12,16,10,60,0,0,0,,,,0,0,0,2,0,1,0
Faerie Dragon Familiar,Dragon,Tiny,,1,14,15,3,20,12,14,12,16,10,60,0,0,0,,,,0,0,0,2,0,1,0
Faerie Eater Troll,Giant,Large,,6,84,15,18,12,20,8,12,8,40,0,0,0,0,,,,0,0,0,2,0,1,0
Faerie Noble,Fey,Medium,,12,165,16,16,20,16,16,20,20,35,60,0,0,0,,,,0,0,0,2,0,0,0
Fallen Deva,Celestial,Medium,,10,153,17,18,18,18,18,20,20,30,90,0,0,0,radiant; damage from nonmagical weapons,,radiant,2,0,1,2,0,0,0
Fallen Planetar,Celestial,Large,,16,250,19,22,22,24,22,24,24,40,120,0,0,0,radiant; damage from nonmagical weapons,"necrotic, poison",radiant,2,2,1,2,0,0,0
Fallen Solar,Celestial,Large,,21,319,21,28,22,28,22,30,30,50,150,0,0,0,radiant; damage from nonmagical weapons,"necrotic, poison",radiant,2,2,1,2,0,0,0
Falsifier Fog,Undead,Huge,,4,52,13,1,17,10,14,16,15,0,60,0,0,0,"acid, cold, fire, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,7,1,0,2,1,0,0
Fane Spirit,Undead,Medium,,3,52,13,7,16,16,10,18,17,20,40,0,0,0,"acid, cold, fire, lightning, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","poison, psychic",,9,2,0,2,0,1,0
Fang of the Great Wolf,Monstrosity,Large,,3,65,14,16,13,13,9,13,8,50,0,0,0,0,cold,,,1,0,0,2,0,1,0
Far Darrig,Fey,Small,,3,104,14,15,16,17,11,15,17,20,0,0,0,0,,,,0,0,0,2,0,1,0
Far Dorocha,Fey,Medium,,5,82,14,10,18,13,14,10,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",,,3,0,0,2,0,1,0
Far Wanderer,Aberration,Medium,,3,88,14,14,18,12,17,11,10,30,0,0,0,0,cold,,,1,0,0,2,0,1,0
Far Darrig,Fey,Small,,3,84,14,17,16,17,11,15,17,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Fate Eater,Aberration,Medium,,6,182,16,18,12,14,18,16,9,40,0,0,0,40,,,,0,0,0,2,0,0,0
Fate Eater,Aberration,Medium,,6,130,16,18,12,14,18,16,9,40,0,0,0,0,False,False,False,1,1,1,2,0,0,0
Faux-Garou,Construct,Medium,,5,93,12,17,11,18,4,12,5,30,0,0,0,0,,,,0,0,0,2,0,1,0
Fear Liath,Undead,Large,,2,33,12,17,15,10,8,14,7,40,0,0,0,0,,poison,,0,1,0,2,0,1,0
Fear Smith,Fey,Medium,,10,123,17,11,17,14,11,15,18,40,0,0,0,15,"bludgeoning, piercing, and slashing from weapons that aren't made of cold iron",,,3,0,0,2,1,0,0
Fear Smith,Fey,Medium,,10,149,17,11,17,14,11,15,18,15,0,0,0,0,"bludgeoning, piercing, and slashing from attacks not made with cold iron weapons",False,False,3,1,1,2,1,0,0
Felid Dragon,Dragon,Huge,,19,275,18,18,26,23,16,17,19,40,80,0,0,0,,poison,,0,1,0,3,1,1,0
Fell Nightmare,Fiend,Large,,5,93,13,18,14,16,10,12,14,60,90,0,0,0,,fire,,0,1,0,1,0,0,0
Fellforged,Construct,Medium,,5,135,15,14,12,17,12,14,15,30,0,0,0,0,"acid, cold, fire, lightning","necrotic, poison",,4,2,0,2,0,1,0
Fellforged,Construct,Medium,,5,135,15,14,12,17,12,14,15,30,0,0,0,0,"acid, cold, fire, lightning","necrotic, poison, psychic",False,4,3,1,2,0,1,0
Fennec Fox,Beast,Tiny,,1/8,7,11,6,12,12,2,14,10,40,0,0,5,0,,,,0,0,0,2,0,1,0
Feral Hunter,Fey,medium,,3,83,14,10,16,10,10,14,12,30,0,0,0,0,"frightened,Fey Resilience",,necrotic,2,0,1,1,0,1,0
Fetal Savant,Humanoid,Tiny,,4,32,11,5,12,10,8,12,20,10,0,0,0,0,False,psychic,False,1,1,1,2,0,1,0
Fext,Undead,Medium,,6,60,17,14,16,1,14,12,18,30,0,0,0,0,"bludgeoning, piercing, and slashing damage with nonmagical weapons",,,3,0,0,2,0,1,0
Fext,Undead,Medium,,6,77,17,14,16,12,14,12,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,False,3,1,1,3,0,1,0
Fey Drake,Dragon,Small,,6,82,17,6,20,15,15,16,18,20,80,0,0,0,,,,0,0,0,2,0,1,0
Fey Knight,Fey,Medium,,4,58,16,14,18,14,12,16,16,35,60,0,0,0,,,,0,0,0,1,0,0,0
Fey Revenant,Fey,Large,,7,161,19,14,18,18,10,14,14,30,0,0,0,30,"bludgeoning, piercing",poison,,2,1,0,2,0,1,0
Feyward Tree,Construct,Huge,,8,94,17,26,10,18,2,11,6,20,0,0,0,0,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,0,5,0,2,0,1,0
Feyward Tree,Construct,Huge,,8,126,17,25,10,18,3,11,6,20,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons","lightning, poison, psychic",False,3,3,1,2,0,1,0
Fidele Angel,Celestial,Medium,,5,104,16,20,18,14,14,16,18,40,40,0,0,0,"fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks","acid, cold",,6,2,0,2,0,1,0
Fidele Angel,Celestial,Medium,,5,104,16,20,18,14,14,16,18,80,10,0,0,0,"fire, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical attacks","acid, cold",False,6,2,1,2,0,1,0
Fierstjerren,Undead,Medium,,5,105,14,16,15,16,14,11,12,30,0,0,0,0,,"necrotic, poison",,0,2,0,1,0,0,0
Fire Dancer Swarm,Elemental,Medium,,7,90,15,10,20,16,6,10,7,30,30,0,0,0,"bludgeoning, piercing, and slashing","fire, poison",,3,2,0,2,0,1,0
Fire Elemental,Elemental,Large,"Plane Of Fire, Laboratory",5,102,13,10,17,16,6,10,7,50,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison",,3,2,0,2,0,1,0
Fire Elemental,Elemental,Large,,5,90,14,10,18,14,6,10,6,50,0,0,0,0,damage from nonmagical weapons,"fire, poison",,1,2,0,2,0,1,0
Fire Giant,Giant,Huge,"Underdark, Desert, Mountains, Mountain, Plane Of Fire, Settlement",9,162,18,25,9,23,10,14,13,30,0,0,0,0,,fire,,0,1,0,1,0,0,0
Fire Giant,Giant,Huge,,11,162,18,25,10,22,10,14,12,30,0,0,0,0,,fire,,0,1,0,1,0,0,0
Fire Giant War Priest,Giant,Huge,,12,162,18,25,10,22,10,14,12,30,0,0,0,0,,fire,,0,1,0,1,0,0,0
Fire Imp,Fiend,Tiny,,1/2,14,13,5,14,12,10,10,14,20,40,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","fire, poison",,4,2,0,2,0,1,0
Fire-Infused Water Elemental,Elemental,Huge,,7,138,14,20,14,20,5,10,8,30,0,90,0,0,"acid, cold, fire; bludgeoning, piercing, slashing from nonmagical attacks",poison,,6,1,0,2,0,1,0
Fire Elemental,Elemental,large,,5,110,13,10,16,16,6,10,6,50,0,0,0,0,Elemental Resilience,"fire,Elemental Resilience",,1,2,0,1,0,1,0
Fire Giant,Giant,huge,,9,175,18,24,16,30,10,14,26,30,0,0,0,0,Giant Attributes,fire,Giant Attributes,1,1,1,1,0,0,0
Firebird,Celestial,Small,,4,99,16,12,19,14,16,15,21,20,100,0,0,0,"lightning; bludgeoning, piercing, and slashing from nonmagical attacks",fire,,4,1,0,2,0,0,0
Firebird,Celestial,Small,,4,88,16,12,19,14,16,15,21,60,20,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison",False,3,2,1,2,0,0,0
Firegeist,Elemental,Small,,2,87,14,7,18,10,4,16,6,40,0,0,0,0,,"fire, poison",,0,2,0,2,0,1,0
Firegeist,Elemental,Small,,2,82,14,7,18,14,4,16,6,40,0,0,0,0,False,"fire, poison",False,1,2,1,2,0,1,0
Firetamer,Humanoid,Medium,,7,92,17,8,15,14,12,18,11,30,0,0,0,0,fire,,,1,0,0,1,0,0,0
Flab Giant,Giant,Large,,4,110,14,20,6,16,9,13,8,20,0,0,0,0,,poison,,0,1,0,1,0,0,0
Flab Giant,Giant,Large,,4,110,14,20,6,16,9,13,8,20,0,0,0,0,False,poison,False,1,1,1,1,0,0,0
Flame Dragon Wyrmling,Dragon,Medium,,3,52,17,12,14,15,13,12,16,30,60,0,0,30,,fire,,0,1,0,3,1,1,0
Flame Eater Swarm,Beast,Medium,,2,33,12,3,15,12,2,14,4,0,40,0,0,0,"bludgeoning, piercing, slashing",fire,,3,1,0,2,1,0,0
Flame-Scourged Scion,Aberration,Huge,,9,125,16,19,17,22,16,6,15,30,0,0,0,0,fire; slashing from nonmagical attacks,,,2,0,0,2,0,1,0
Flame Dragon Wyrmling,Dragon,Medium,,2,52,17,12,14,15,13,12,16,60,30,0,0,0,False,fire,False,1,1,1,3,1,1,0
Flayed Wraith,Undead,Medium,,5,67,12,9,15,17,12,9,8,0,60,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison",,4,2,0,2,0,1,0
Flesh Golem,Construct,Medium,Any,5,93,9,19,9,18,6,10,5,30,0,0,0,0,,"lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,0,5,0,2,0,1,0
Flesh Guardian,Construct,Medium,,5,93,9,18,8,18,6,10,5,30,0,0,0,0,,"lightning, poison; damage from nonmagical, non-adamantine weapons",,0,4,0,2,0,1,0
Flesh Reaver,Undead,Medium,,1/2,19,12,14,14,14,5,10,8,40,0,0,0,0,necrotic,poison,,1,1,0,2,1,0,0
Flesh Golem,Construct,medium,,5,129,9,18,8,18,6,10,4,30,0,0,0,0,,"lightning,Flesh Golem Resilience",,0,2,0,1,0,1,0
Fleshdreg,Plant,Huge,,5,115,15,19,6,20,13,16,7,30,0,0,0,0,fire,acid,,1,1,0,2,0,1,0
Fleshpod Hornet,Beast,Large,,6,120,14,14,18,15,3,12,6,10,60,0,0,0,,,,0,0,0,1,0,0,0
Fleshspurned,Undead,Medium,,4,75,14,1,18,16,10,14,16,0,40,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,8,2,0,2,0,1,0
Flinderbeast,Fey,small,,1,38,14,12,18,10,6,12,16,30,0,0,0,20,"acid,Fey Resilience",,,2,0,0,1,0,1,0
Flithidir,Fey,Small,,1,27,13,10,16,12,12,13,15,30,60,0,0,0,,,,0,0,0,2,0,1,0
Flumph,Aberration,Small,,1/8,7,12,6,14,10,14,14,10,5,30,30,0,0,,,psychic,0,0,1,2,0,1,0
Flutterflesh,Undead,Large,,12,187,16,11,18,17,12,13,10,10,60,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,5,2,1,2,0,1,0
Flutterflesh,Undead,Large,,12,187,16,11,18,17,12,16,10,60,10,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,5,2,1,2,0,1,0
Flying Lion,Monstrosity,Large,,3,57,12,18,14,18,2,16,8,30,80,0,0,0,,,,0,0,0,1,0,0,0
Flying Polyp,Aberration,Huge,,11,171,17,20,12,17,22,14,16,0,60,0,0,0,"acid, cold, fire, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,lightning,7,0,1,2,1,0,0
Flying Snake,Beast,Tiny,"Urban, Desert, Grassland, Forest, Jungle, Swamp, Feywild",1/8,5,14,4,18,11,2,12,5,30,60,30,0,0,,,,0,0,0,2,1,0,0
Flying Snake,Beast,Tiny,,1/8,7,13,4,16,12,2,12,4,30,60,30,0,0,,,,0,0,0,2,1,0,0
Flying Sword,Construct,Small,"Ruin, Laboratory",1/4,17,17,12,15,11,1,5,1,0,50,0,0,0,,"poison, psychic",,0,2,0,2,1,0,0
Flying Sword,Construct,Small,,1/4,10,17,12,12,10,1,10,1,0,30,0,0,0,piercing,"poison, psychic",,1,2,0,2,1,0,0
Flying Sword,Construct,small,,1/4,11,16,12,16,10,1,4,1,0,50,0,0,0,piercing,"blinded,deafened,prone,Construct Resilience",acid,1,4,1,1,0,0,0
Folk Of Leng,Humanoid,Medium,,2,68,14,12,15,18,14,16,22,30,0,0,0,0,cold,necrotic,,1,1,0,1,0,0,0
Folk of Leng,Humanoid,Medium,,2,68,14,12,15,18,14,16,19,30,0,0,0,0,cold,necrotic,False,1,1,1,1,0,0,0
Fomorian,Fey,Huge,,8,138,15,20,10,20,10,14,18,30,0,0,0,0,,"psychic; damage from nonmagical, non-silvered weapons",,0,3,0,2,0,1,0
Forest Drake,Dragon,Small,,2,60,15,16,8,19,12,15,12,30,0,0,0,50,,fire,,0,1,0,2,0,1,0
Forest Emperor,Aberration,Huge,,15,161,18,23,12,21,12,20,8,30,60,0,0,30,,"acid, cold; bludgeoning from nonmagical attacks",,0,3,0,2,0,1,0
Forest Falcon,Beast,Medium,,1/4,13,13,6,16,12,3,14,5,20,60,0,0,0,,,,0,0,0,1,0,0,0
Forest Gnome Illusionist,Humanoid,Medium,,6,67,12,10,14,16,16,12,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Forest Gnome Scout,Humanoid,Medium,,1/2,19,15,10,16,14,10,14,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Forest Marauder,Giant,Large,,4,114,15,21,10,18,6,10,7,40,0,0,0,0,,,,0,0,0,2,0,1,0
Forest Hunter,Humanoid,Medium,,5,104,15,12,18,12,11,12,16,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Forest Marauder,Giant,Large,,4,114,15,21,10,18,6,10,7,20,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Forgotten God,Celestial,Large,,10,161,17,20,18,20,10,20,20,40,40,0,0,0,"poison, radiant; damage from nonmagical weapons",,,3,0,0,2,0,0,0
Forgotten Regent,Undead,Medium,,10,187,17,21,10,18,13,14,21,30,50,0,0,0,"acid, cold, fire, lighting, thunder; nonmagic B/P/S attacks not made w/silvered weapons","cold, necrotic, poison",,6,3,0,2,0,1,0
Foxfire Ooze,Ooze,Large,,10,126,9,19,8,20,2,6,1,20,10,20,0,20,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, fire, lightning",cold,3,3,1,2,1,0,0
Foxin,Fey,Small,,1/2,16,14,14,16,14,10,14,16,40,0,0,0,0,,,,0,0,0,2,0,1,0
Fractal Golem,Construct,Large,,8,8,18,16,12,16,6,8,1,30,0,0,0,0,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine",,0,5,0,2,0,1,0
Fragrant One,Fey,Small,,3,45,11,7,12,10,18,15,18,20,0,0,0,20,,,,0,0,0,2,0,1,0
Fragrite,Elemental,Medium,,6,91,14,16,13,15,6,8,8,30,0,0,0,0,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,5,1,0,2,0,1,0
Fraughashar,Fey,Small,,1/2,18,15,8,14,12,10,11,7,25,0,0,0,0,,cold,,0,1,0,1,0,0,0
Fraughashar,Fey,Small,,1/2,22,15,8,14,12,10,14,7,25,0,0,0,0,False,cold,False,1,1,1,1,0,0,0
Frog,Beast,Tiny,"Jungle, Swamp",0,1,11,1,13,8,1,8,3,20,0,20,0,0,,,,0,0,0,2,0,1,0
Frog,Beast,Tiny,,0,1,11,1,12,8,2,12,4,20,0,20,0,0,,,,0,0,0,2,0,1,0
Frog,Beast,tiny,,0,9,10,1,10,8,1,8,2,20,0,20,0,0,grappled,,,1,0,0,1,0,1,0
"Frog, Giant",Beast,medium,,1/4,15,11,14,12,10,2,10,2,20,0,40,0,0,grappled,,,1,0,0,1,0,1,0
"Frog, Giant Poisonous",Beast,large,,1,44,11,16,12,12,2,10,2,30,0,30,0,0,,,,0,0,0,1,0,1,0
Frost Giant,Giant,Huge,"Shadowfell, Mountains, Mountain, Tundra, Arctic",8,138,15,23,9,21,9,10,12,40,0,0,0,0,,cold,,0,1,0,1,0,0,0
Frost Giant,Giant,Huge,,9,138,15,22,8,20,10,10,12,40,0,0,0,0,,cold,,0,1,0,1,0,0,0
Frost Giant Jarl,Giant,Huge,,12,184,15,22,8,20,10,10,12,40,0,0,0,0,,cold,,0,1,0,1,0,0,0
Frost Mole,Beast,Small,,3,71,14,16,15,16,3,13,6,30,0,0,30,0,cold,,,1,0,0,2,1,0,0
Frost Giant,Giant,huge,,8,166,14,22,14,26,8,16,18,40,0,0,0,0,"blinded,Giant Attributes",cold,Giant Attributes,2,1,1,1,0,0,0
Frostjack,Fey,Medium,,10,135,17,15,18,16,11,17,13,30,0,0,0,0,B/P/S damage from nonmagical attacks not made w/cold iron weapons,cold,,1,1,0,2,0,1,0
Frostveil,Plant,Medium,,4,67,16,20,20,16,1,11,1,10,30,0,0,0,bludgeoning and piercing from nonmagical attacks,cold,fire,2,1,1,2,1,0,0
Frostveil,Plant,Medium,,4,67,16,20,20,16,1,11,1,15,10,0,0,0,bludgeoning and piercing from nonmagical attacks,cold,fire,2,1,1,2,1,0,0
Fulad-Zereh,Fiend,Huge,,9,115,18,19,11,20,17,15,17,40,40,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,6,1,0,2,0,0,0
Fulminar,Elemental,Large,,9,112,15,10,20,14,8,17,10,0,90,0,0,0,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,5,1,0,2,0,1,0
"Fungi, Duskwilt",Plant,Small,,4,97,15,12,18,16,10,13,14,30,0,0,0,0,"necrotic, poison",,radiant,2,0,1,2,0,1,0
"Fungi, Mulcher",Plant,Gargantuan,,6,139,15,18,6,20,4,10,1,10,0,0,30,0,,,,0,0,0,2,1,0,0
"Fungi, Mush Marcher",Plant,Large,,3,85,13,16,12,16,7,14,3,20,0,0,0,0,,,thunder,0,0,1,2,1,0,0
